-0.04146363641226136, 310.86385010125474
-1.5816836846581341, 215.67337512174888
-2.38210516744313, 166.5540670030486
-3.7363486111928297, 102.9398318320876
-5.049449344508689, 63.6239312122204
-5.76745703603464, 48.26896351606426
-6.977636808070221, 29.57077122534229
-7.387972764081965, 25.414330408374894
-7.921801036590914, 22.035993884006267
-8.517086633967878, 18.438074487356058
-9.11192293497505, 14.495971864882067
-10.014238415909373, 9.795288070679357
-10.917773415561705, 7.838115110047915
-11.82124423001835, 6.2164380742214504
-12.765472643734727, 4.673863809961656
-14.26666809300435, 4.349487111838031
-15.333297674891293, 2.8360559322522714
-16.071876721634155, 2.151581733441375
-17.117806577912805, 1.378193218233105
-17.321402018624408, 1.0273988962920142
